[2026-03-20 17:39:13.250] ID:0x7E8 DLC:8 DATA: 03 41 11 C6 AA AA AA AA
[2026-03-20 17:39:13.250] ID:0x7EF DLC:8 DATA: 03 41 11 C6 AA AA AA AA
[2026-03-20 17:39:13.252] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:13.278] ID:0x7E8 DLC:8 DATA: 03 41 1C 06 AA AA AA AA
[2026-03-20 17:39:13.280] ID:0x7EF DLC:8 DATA: 03 41 1C 06 AA AA AA AA
[2026-03-20 17:39:13.284] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:13.385] ID:0x7E8 DLC:8 DATA: 04 41 1F 06 56 AA AA AA
[2026-03-20 17:39:13.385] ID:0x7EF DLC:8 DATA: 04 41 1F 06 56 AA AA AA
[2026-03-20 17:39:13.393] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:13.495] ID:0x7EF DLC:8 DATA: 06 41 20 80 01 A0 11 AA
[2026-03-20 17:39:13.495] ID:0x7E9 DLC:8 DATA: 06 41 20 00 01 80 01 AA
[2026-03-20 17:39:13.495] ID:0x7E8 DLC:8 DATA: 06 41 20 A0 11 B8 05 AA
[2026-03-20 17:39:13.495] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:13.574] ID:0x7E8 DLC:8 DATA: 04 41 21 00 00 AA AA AA
[2026-03-20 17:39:13.591] ID:0x7EF DLC:8 DATA: 04 41 21 00 00 AA AA AA
[2026-03-20 17:39:13.593] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:13.686] ID:0x7E8 DLC:8 DATA: 04 41 23 09 60 AA AA AA
[2026-03-20 17:39:13.691] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:13.796] ID:0x7E8 DLC:8 DATA: 03 41 2C 1F AA AA AA AA
[2026-03-20 17:39:13.796] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:13.884] ID:0x7E8 DLC:8 DATA: 03 41 30 FF AA AA AA AA
[2026-03-20 17:39:13.887] ID:0x7E9 DLC:8 DATA: 03 41 30 FF AA AA AA AA
[2026-03-20 17:39:13.891] ID:0x7EF DLC:8 DATA: 03 41 30 FF AA AA AA AA
[2026-03-20 17:39:13.894] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:13.986] ID:0x7E9 DLC:8 DATA: 04 41 31 E2 A0 AA AA AA
[2026-03-20 17:39:13.986] ID:0x7E8 DLC:8 DATA: 04 41 31 CD EA AA AA AA
[2026-03-20 17:39:13.993] ID:0x7EF DLC:8 DATA: 04 41 31 E3 31 AA AA AA
[2026-03-20 17:39:14.003] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:14.097] ID:0x7E8 DLC:8 DATA: 03 41 33 5E AA AA AA AA
[2026-03-20 17:39:14.097] ID:0x7EF DLC:8 DATA: 03 41 33 5E AA AA AA AA
[2026-03-20 17:39:14.097] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:14.193] ID:0x7E8 DLC:8 DATA: 06 41 34 FF FF 80 D9 AA
[2026-03-20 17:39:14.203] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:14.288] ID:0x7E8 DLC:8 DATA: 06 41 35 FF FF 80 D3 AA
[2026-03-20 17:39:14.304] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:14.399] ID:0x7E8 DLC:8 DATA: 04 41 3E 06 E0 AA AA AA
[2026-03-20 17:39:14.415] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:14.495] ID:0x7EF DLC:8 DATA: 06 41 40 44 C0 00 01 AA
[2026-03-20 17:39:14.495] ID:0x7E9 DLC:8 DATA: 06 41 40 80 00 00 00 AA
[2026-03-20 17:39:14.495] ID:0x7E8 DLC:8 DATA: 06 41 40 CC DC 80 CD AA
[2026-03-20 17:39:14.501] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:14.606] ID:0x7E8 DLC:8 DATA: 06 41 41 00 08 EB 6A AA
[2026-03-20 17:39:14.607] ID:0x7E9 DLC:8 DATA: 06 41 41 00 04 00 00 AA
[2026-03-20 17:39:14.607] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:14.701] ID:0x7E8 DLC:8 DATA: 04 41 42 37 85 AA AA AA
[2026-03-20 17:39:14.701] ID:0x7EF DLC:8 DATA: 04 41 42 36 74 AA AA AA
[2026-03-20 17:39:14.707] ID:0x7CE DLC:8 DATA: 03 7F 01 11 AA AA AA AA
[2026-03-20 17:39:14.796] ID:0x7E8 DLC:8 DATA: 03 41 45 AC AA AA AA AA
